			Domain: SAT	Domain: Ketoacyl-synt-N	Domain: Ketoacyl-synt-C	Domain: Acyl-tranferase	Domain: PT-fungal-PKS	Domain: PP-binding	Domain: AllPKSDomains_presentAbsent	Domain: Hydroxynapthalene-reductase	Domain: Scytalone-dehydratase	Domain: Tyrosinase	Domain: 4HPPD
Species: Meredithblackwellia-eburnea	Phylum: Basidiomycota	Order: Kriegeriales	-26.50863830616573	-23.886056647693163	-13.602059991327963	-68.85387196432177	0	-23.50863830616573	0	0	0	-14.769551078621726	0
Species: Meripilus-sumstinei	Phylum: Basidiomycota	Order: Polyporales	-37.20760831050175	-73.3767507096021	-37.01772876696043	-71.52287874528034	0	-28.958607314841775	0	-74.48148606012211	0	-43.39794000867204	0
Species: Metarhizium-acridum	Phylum: Ascomycota	Order: Hypocreales	-69.4089353929735	-85.4948500216801	-40.769551078621724	-83.27572413039921	-112.26760624017703	-89.4948500216801	100	-129.0409586076789	-60.88605664769317	-50.236572006437065	-133.72124639904717
Species: Metschnikowia-bicuspidata	Phylum: Ascomycota	Order: Saccharomycetales	-41.3767507096021	-55.14266750356873	-34.920818753952375	-92.04575749056067	0	-12.795880017344075	0	0	0	0	-97.0
Species: Metschnikowia-bicuspidata	Phylum: Ascomycota	Order: Saccharomycetales	-40.63827216398241	-57.619788758288394	-35.24412514432751	-92.0	0	-13.455931955649724	0	0	0	0	-97.69897000433602
Species: Metschnikowia-fructicola	Phylum: Ascomycota	Order: Saccharomycetales	-41.55284196865778	-54.85387196432176	-36.3767507096021	-93.95860731484177	0	-13.221848749616356	0	0	0	0	-92.79588001734407
Species: Metarhizium-robertsii	Phylum: Ascomycota	Order: Hypocreales	-70.79588001734407	-85.08092190762393	-41.031517051446066	-87.67778070526609	-111.7447274948967	-86.39794000867204	100	-128.6575773191778	-63.30102999566398	-52.2518119729938	-133.46852108295775
Species: Meyerozyma-guilliermondii	Phylum: Ascomycota	Order: Saccharomycetales	-41.6575773191778	-58.337242168318426	-34.95860731484178	-91.03151705144606	0	-12.568636235841012	0	0	0	0	-86.88605664769317
Species: Microdochium-bolleyi	Phylum: Ascomycota	Order: Xylariales	-72.14874165128093	-83.55284196865779	-40.619788758288394	-87.85387196432177	-111.07058107428571	-105.03621217265444	100	-135.6197887582884	-82.08618614761629	-49.18708664335715	-133.79588001734407
Species: Microsporum-canis	Phylum: Ascomycota	Order: Onygenales	-72.431798275933	-87.45593195564973	-41.18708664335715	-94.85387196432177	-109.07058107428571	-77.2839966563652	100	-123.30980391997149	-66.60205999132796	-47.27572413039921	-142.1938200260161
Species: Microbotryum-lychnidis-dioicae	Phylum: Basidiomycota	Order: Microbotryales	-29.619788758288394	-25.102372908709558	-15.136677139879543	-68.60205999132796	0	-22.886056647693163	0	0	0	0	0
Species: Microthyrium-microscopicum	Phylum: Ascomycota	Order: Microthyriales	-83.6382721639824	-78.4202164033832	-36.82390874094432	-88.1249387366083	-115.0409586076789	-55.69897000433602	100	-134.10237290870955	-90.3767507096021	-48.494850021680094	-139.3098039199715
Species: Microdiplodia-sp.	Phylum: Ascomycota	Order: Botryosphaeriales	-81.33724216831843	-78.48148606012211	-39.95860731484178	-88.79588001734407	-116.55284196865779	-70.48148606012211	100	-134.4202164033832	-83.18708664335715	-51.20760831050175	-139.58502665202917
Species: Microascus-trigonosporus	Phylum: Ascomycota	Order: Microascales	-77.60205999132796	-74.04575749056067	-40.82390874094432	-87.05551732784983	-110.44369749923271	-52.26760624017703	100	-116.08092190762393	-56.420216403383186	-52.88605664769317	-131.60205999132796
Species: Microdochium-trichocladiopsis	Phylum: Ascomycota	Order: Xylariales	-76.76955107862173	-74.2518119729938	-40.3767507096021	-85.85387196432177	-113.88605664769317	-189.92081875395237	100	-136.92081875395237	-82.30980391997149	-49.36653154442041	-136.3279021420643
Species: Mixia-osmundae	Phylum: Basidiomycota	Order: Mixiales	-26.958607314841775	-27.468521082957746	-14.744727494896694	-69.08092190762393	0	-27.387216143280263	0	0	0	0	0
Species: Moesziomyces-aphidis	Phylum: Basidiomycota	Order: Ustilaginales	-24.23657200643706	-57.95860731484178	-29.18045606445813	-61.25963731050576	-57.3767507096021	-38.82390874094432	0	0	0	-37.036212172654444	0
Species: Monacrosporium-haptotylum	Phylum: Ascomycota	Order: Orbiliales	-38.30102999566398	-69.13667713987954	-38.50863830616573	-89.06048074738138	0	-36.455931955649724	0	0	0	-50.036212172654444	-137.72124639904717
Species: Moniliella-sp.	Phylum: Basidiomycota	Order: Moniliellales	-29.55284196865778	-67.46852108295775	-32.346787486224656	-62.045757490560675	-59.82390874094432	-31.3767507096021	0	0	0	0	0
Species: Moniliophthora-perniciosa	Phylum: Basidiomycota	Order: Agaricales	-28.18045606445813	-67.0	-36.95860731484178	-36.161150909262744	0	-35.85387196432176	0	0	0	-38.38721614328026	0
Species: Monascus-purpureus	Phylum: Ascomycota	Order: Eurotiales	-39.67778070526608	-81.92081875395237	-37.52287874528034	-91.85387196432177	-108.30102999566398	-70.88605664769317	100	-65.72124639904717	-56.32790214206428	-55.481486060122116	-139.60205999132796
Species: Monascus-ruber	Phylum: Ascomycota	Order: Eurotiales	-45.95860731484178	-81.16749108729377	-37.46852108295774	-91.85387196432177	-107.31875876262441	-72.56863623584101	0	-113.69897000433602	-71.25963731050575	-55.46852108295774	-139.568636235841
Species: Mortierella-sp.	Phylum: Mucoromycota	Order: Mortierellales	-30.468521082957746	-55.63827216398241	-37.481486060122116	-74.53760200210104	0	-18.619788758288394	0	-61.67778070526608	0	0	-135.95860731484177
Species: Morchella-importuna	Phylum: Ascomycota	Order: Pezizales	-41.180456064458134	-78.38721614328027	-37.56863623584101	-92.0	-58.19382002601611	-52.214670164989236	100	-78.7447274948967	0	-51.67778070526608	-136.09151498112135
Species: Mortierella-elongata	Phylum: Mucoromycota	Order: Mortierellales	-31.00436480540245	-57.06550154875643	-36.537602002101046	-72.85387196432177	0	-16.638272163982407	0	-70.04575749056067	0	0	-142.3665315444204
Species: Mortierella-elongata	Phylum: Mucoromycota	Order: Mortierellales	-31.045757490560675	-56.08618614761628	-36.56863623584101	-72.7447274948967	0	-13.18045606445813	0	-70.10790539730952	0	0	-142.50863830616572
Species: Mortierella-humilis	Phylum: Mucoromycota	Order: Mortierellales	-30.27572413039921	-56.920818753952375	-36.795880017344075	-73.0	0	-60.6575773191778	0	-62.481486060122116	0	-50.00436480540245	-142.06550154875643
Species: Morchella-importuna	Phylum: Ascomycota	Order: Pezizales	-41.16749108729376	-78.3767507096021	-32.69897000433602	-91.95860731484177	-58.18708664335715	-45.309803919971486	100	-78.7447274948967	0	-51.85387196432176	-136.07572071393813
Species: Mortierella-minutissima	Phylum: Mucoromycota	Order: Mortierellales	-29.82390874094432	-57.39794000867204	-37.431798275933005	-73.07058107428571	0	-86.34678748622466	0	-73.19382002601611	0	-49.309803919971486	-141.431798275933
Species: Mortierella-multidivaricata	Phylum: Mucoromycota	Order: Mortierellales	-30.065501548756433	-57.39794000867204	-37.04095860767891	-75.46852108295775	0	-11.886056647693163	0	-73.85387196432177	0	0	-142.08618614761627
Species: Morchella-snyderi	Phylum: Ascomycota	Order: Pezizales	-41.20760831050175	-78.88605664769317	-37.55284196865778	-92.02687214640031	-57.88605664769317	-45.455931955649724	100	-78.52287874528034	0	-51.08618614761628	-135.33724216831843
Species: Mortierella-verticillata	Phylum: Mucoromycota	Order: Mortierellales	-30.229147988357855	-56.88605664769317	-36.769551078621724	-73.0	0	-55.1249387366083	0	-74.60205999132796	0	-49.72124639904717	-142.04575749056067
Species: Mrakia-frigida	Phylum: Basidiomycota	Order: Cystofilobasidiales	-34.920818753952375	-23.259637310505756	-18.23657200643706	-45.283996656365204	0	-13.698970004336019	0	0	0	0	0
Species: Mucor-circinelloides	Phylum: Mucoromycota	Order: Mucorales	-28.886056647693163	-61.30102999566398	-36.481486060122116	-69.30102999566398	0	-13.42021640338319	0	0	0	0	-129.95860731484177
Species: Mucor-circinelloides	Phylum: Mucoromycota	Order: Mucorales	-28.886056647693163	-61.29242982390206	-36.481486060122116	-69.30102999566398	0	-13.42021640338319	0	0	0	0	-129.95860731484177
Species: Mucor-mucedo	Phylum: Mucoromycota	Order: Mucorales	-29.431798275933005	-59.920818753952375	-36.29242982390206	-67.6382721639824	0	-12.958607314841775	0	0	0	0	-130.76955107862173
Species: Multifurca-ochricompacta	Phylum: Basidiomycota	Order: Russulales	-30.193820026016112	-51.769551078621724	-35.85387196432176	-65.60205999132796	0	-12.602059991327963	0	0	0	-50.070581074285705	0
Species: Mutinus-elegans	Phylum: Basidiomycota	Order: Phallales	-30.602059991327963	-55.26760624017703	-35.619788758288394	-71.33724216831843	0	-58.95860731484178	0	0	0	-34.0	0
Species: Mycena-sp.	Phylum: Basidiomycota	Order: Agaricales	-32.95860731484178	-78.36653154442041	-35.420216403383186	-73.01322826573376	-59.95860731484178	-17.468521082957746	100	-66.76955107862173	0	-55.11350927482752	0
Species: Mycotypha-africana	Phylum: Mucoromycota	Order: Mucorales	-30.193820026016112	-33.69897000433602	-37.920818753952375	-71.56863623584101	0	-13.10790539730952	0	0	0	0	-131.14266750356873
Species: Mycena-albidolilacea	Phylum: Basidiomycota	Order: Agaricales	-34.44369749923271	-72.60205999132796	-35.95860731484178	-74.16115090926274	-62.07572071393812	-28.26760624017703	100	-65.65757731917779	0	-56.04095860767891	0
Species: Mycena-alexandri	Phylum: Basidiomycota	Order: Agaricales	-25.795880017344075	-76.19382002601611	-35.420216403383186	-50.283996656365204	-66.13667713987954	-21.82390874094432	100	-57.36653154442041	0	-55.29242982390206	0
Species: Mycena-amicta	Phylum: Basidiomycota	Order: Agaricales	-28.23657200643706	-77.56863623584101	-34.795880017344075	-71.4948500216801	-66.79588001734407	-22.853871964321762	100	0	0	-45.32790214206428	0
Species: Mycena-belliae	Phylum: Basidiomycota	Order: Agaricales	-34.494850021680094	-72.33724216831843	-34.2518119729938	-72.85387196432177	-66.58502665202919	-20.443697499232712	100	-58.0	0	-42.72124639904717	0
Species: Mycena-crocata	Phylum: Basidiomycota	Order: Agaricales	-32.39794000867204	-77.60205999132796	-31.769551078621728	-71.58502665202919	-72.19382002601611	-22.744727494896694	100	-58.55284196865778	0	-45.55284196865778	0
Species: Mycena-epipterygia	Phylum: Basidiomycota	Order: Agaricales	-34.585026652029185	-74.85387196432177	-35.180456064458134	-73.15490195998575	-66.72124639904717	-38.16749108729376	100	-101.30980391997149	0	-54.67778070526608	0
Species: Pseudocercospora-(Mycosphaerella)	Phylum: Ascomycota	Order: Capnodiales	-82.7447274948967	-77.14266750356873	-36.356547323513816	-88.85387196432177	-113.46852108295775	-65.06048074738138	100	-135.92081875395237	-85.04575749056067	-51.30102999566398	-135.7447274948967
Species: Mycena-filopes	Phylum: Basidiomycota	Order: Agaricales	-35.60205999132796	-77.85387196432177	-29.481486060122112	-73.38721614328027	-67.30980391997149	-24.886056647693163	100	-112.82390874094432	0	-44.22914798835786	0
Species: Mycena-floridula	Phylum: Basidiomycota	Order: Agaricales	-30.42021640338319	-79.6382721639824	-34.72124639904717	-71.72124639904717	-62.04095860767891	-21.769551078621728	100	0	0	-43.6575773191778	0
Species: Mycena-galopus	Phylum: Basidiomycota	Order: Agaricales	-15.337242168318426	-63.38721614328026	-35.920818753952375	-69.13076828026902	-68.2839966563652	-28.744727494896694	0	-68.76955107862173	0	-56.309803919971486	0
Species: Mycosphaerella-graminicola	Phylum: Ascomycota	Order: Capnodiales	-75.23657200643706	-76.431798275933	-37.82390874094432	-87.72124639904717	-113.45593195564973	-57.619788758288394	100	-133.58502665202917	-82.44369749923271	-51.0	-137.38721614328026
Species: Mycena-haematopus	Phylum: Basidiomycota	Order: Agaricales	-33.769551078621724	-76.95860731484177	-36.17392519729918	-74.88605664769317	-67.85387196432177	-21.356547323513812	100	-66.82390874094432	0	-55.22914798835786	0
Species: Myceliophthora-heterothallica	Phylum: Ascomycota	Order: Sordariales	-71.14874165128093	-80.32790214206429	-40.16749108729376	-88.92081875395237	-118.08092190762393	-77.85387196432177	100	-135.431798275933	-90.08092190762393	-54.04095860767891	-132.3565473235138
Species: Myceliophthora-heterothallica	Phylum: Ascomycota	Order: Sordariales	-68.6197887582884	-80.4089353929735	-40.95860731484178	-88.95860731484177	-118.1249387366083	-77.88605664769317	100	-135.3098039199715	-90.11918640771921	-54.080921907623924	-132.2518119729938
Species: Mycena-latifolia	Phylum: Basidiomycota	Order: Agaricales	-30.853871964321762	-67.95860731484177	-34.38721614328026	-72.44369749923271	-65.2518119729938	-25.619788758288394	0	-64.58502665202919	0	-59.32790214206428	0
Species: Mycena-rebaudengoi	Phylum: Basidiomycota	Order: Agaricales	-32.585026652029185	-76.95860731484177	-34.6575773191778	-73.7447274948967	-67.14266750356873	-20.455931955649724	100	-56.537602002101046	0	-54.82390874094432	0
Species: Mycena-rosella	Phylum: Basidiomycota	Order: Agaricales	-33.05060999335509	-78.88605664769317	-34.69897000433602	-73.0	-65.33724216831843	-23.958607314841775	100	-59.309803919971486	0	-57.27572413039921	0
Species: Mycena-capillaripes	Phylum: Basidiomycota	Order: Agaricales	-33.82390874094432	-77.20065945054642	-35.537602002101046	-72.2518119729938	-69.09151498112135	-25.494850021680094	100	-65.67778070526609	0	-55.72124639904717	0
Species: Mycena-sanguinolenta	Phylum: Basidiomycota	Order: Agaricales	-33.337242168318426	-77.431798275933	-35.26760624017703	-75.56863623584101	-63.07572071393812	-31.568636235841012	100	-66.34678748622466	0	-54.14874165128092	0
Species: Mycena-vitilis	Phylum: Basidiomycota	Order: Agaricales	-33.10790539730952	-75.85387196432177	-34.67778070526608	-73.07058107428571	-66.11918640771921	-24.853871964321762	100	-66.3767507096021	0	-55.67778070526608	0
Species: Myriangium-duriaei	Phylum: Ascomycota	Order: Myriangiales	-73.0	-78.39794000867204	-36.795880017344075	-89.95860731484177	-110.18708664335715	-128.08618614761627	100	-133.34678748622466	-77.01322826573376	-51.74472749489669	-143.0705810742857
Species: Myriangiaceae-sp.	Phylum: Ascomycota	Order: Myriangiales	-73.35654732351381	-79.53760200210104	-38.18708664335715	-89.95860731484177	-107.67778070526609	-84.4202164033832	100	-133.79588001734407	-79.33724216831843	-51.46852108295774	-143.0
Species: Myrothecium-inundatum	Phylum: Ascomycota	Order: Hypocreales	-35.88605664769317	-84.65757731917779	-42.431798275933005	-89.13076828026902	0	-218.16749108729377	0	-73.6197887582884	0	-49.29242982390206	-134.53760200210104
Species: Mytilinidion-resinicola	Phylum: Ascomycota	Order: Mytilinidiales	-79.95860731484177	-81.06550154875643	-40.537602002101046	-89.0087739243075	-113.76955107862173	-69.1249387366083	100	-136.79588001734407	-84.76955107862173	-54.88605664769317	-140.7447274948967
Species: Myxozyma-melibiosi	Phylum: Ascomycota	Order: Saccharomycetales	-36.29242982390206	-59.67778070526608	-34.11918640771921	-92.13076828026902	0	-51.25963731050576	0	0	0	0	-103.48148606012211
Species: Nadsonia-fulvescens	Phylum: Ascomycota	Order: Saccharomycetales	-39.50863830616573	-57.494850021680094	-32.67778070526608	-90.1249387366083	0	-12.236572006437063	0	0	0	0	0
Species: Naiadella-fluitans	Phylum: Basidiomycota	Order: Classiculales	-26.259637310505756	-25.920818753952375	-12.3767507096021	-68.85387196432177	0	-13.42021640338319	0	0	0	0	0
Species: Nakaseomyces-bacillisporus	Phylum: Ascomycota	Order: Saccharomycetales	-37.31875876262441	-52.67778070526608	-33.795880017344075	-104.22184874961636	0	-14.267606240177031	0	0	0	0	0
Species: Nakaseomyces-delphensis	Phylum: Ascomycota	Order: Saccharomycetales	-35.82390874094432	-50.85387196432176	-33.02227639471115	-103.55284196865779	0	-13.638272163982407	0	0	0	0	0
Species: Nakazawaea-wickerhamii	Phylum: Ascomycota	Order: Saccharomycetales	-41.20065945054642	-59.481486060122116	-37.26760624017703	-98.92081875395237	0	-10.468521082957745	0	0	0	0	-118.48148606012211
Species: Naohidea-sebacea	Phylum: Basidiomycota	Order: Naohideales	-29.05551732784983	-24.920818753952375	-14.481486060122112	-66.39794000867204	0	-17.292429823902065	0	0	0	0	0
Species: Nectria-haematococca	Phylum: Ascomycota	Order: Hypocreales	-73.55284196865779	-79.10237290870955	-39.795880017344075	-90.76955107862173	-111.0	-71.4089353929735	100	-72.48148606012211	0	-52.3767507096021	-132.4202164033832
Species: Nectriopsis-sporangicola	Phylum: Ascomycota	Order: Hypocreales	-35.69897000433602	-71.48148606012211	-37.63827216398241	-86.88605664769317	0	-21.744727494896694	0	0	-33.63827216398241	-46.769551078621724	-132.3767507096021
Species: Nematocida-parisii	Phylum: Microsporidia	Order: Nematocida - no_f_rank - no_o_rank	0	0	0	0	0	0	0	0	0	-27.11918640771921	0
Species: Neonectria-ditissima	Phylum: Ascomycota	Order: Hypocreales	-69.44369749923271	-77.09151498112135	-39.920818753952375	-89.52287874528034	-109.02687214640031	-119.4202164033832	100	-57.95860731484178	-12.0268721464003	-52.431798275933005	-132.6197887582884
Species: Neosartorya-fischeri	Phylum: Ascomycota	Order: Eurotiales	-77.92081875395237	-80.52287874528034	-38.494850021680094	-90.4948500216801	-117.76955107862173	-52.161150909262744	100	-123.76955107862173	-92.4948500216801	-56.74472749489669	-141.6777807052661
Species: Neolecta-irregularis	Phylum: Ascomycota	Order: Neolectales	-31.853871964321762	-55.036212172654444	-28.886056647693163	-85.4089353929735	0	-57.221848749616356	0	0	0	-37.39794000867204	0
Species: Neolentinus-lepideus	Phylum: Basidiomycota	Order: Gloeophyllales	-34.38721614328026	-75.31875876262441	-36.95860731484178	-76.92081875395237	-67.10237290870955	-34.44369749923271	100	-125.09691001300806	0	-46.74472749489669	0
Species: Neofusicoccum-parvum	Phylum: Ascomycota	Order: Botryosphaeriales	-81.79588001734407	-87.01322826573376	-40.88605664769317	-90.58502665202919	-118.56863623584101	-120.7447274948967	100	-136.58502665202917	-79.7447274948967	-53.38721614328026	-137.85387196432177
